state_abbr,dem_votes,total_votes,rep_votes,actual_dem,rep_share,predicted_dem,lower_95,median,upper_95,actual_scaled,abs_error,squared_error,exit_poll_conducted
VT,242820,370968,112704,0.6545578055250049,0.3038105712622113,0.5065984466644902,0.4843845537710346,0.5063704582001767,0.5303739581178774,0.6545578055250049,0.1479593588605147,0.02189197187441457,FALSE
MD,1985023,3037030,976414,0.6536066486007711,0.32150291567748757,0.6876020821677501,0.6809158736135951,0.6875589201136041,0.6944042624087464,0.6536066486007711,0.03399543356697898,0.0011556895034068814,FALSE
MA,2382202,3658005,1167202,0.6512298370286536,0.3190815758863096,0.5964849556045725,0.5888383769130903,0.5964012150105819,0.6037800822240916,0.6512298370286536,0.05474488142408107,0.002997002042136697,FALSE
CA,11110250,17500881,6006429,0.6348394689387351,0.3432072362528492,0.6677805163645341,0.664415805637665,0.6677654732721716,0.6714187049406377,0.6348394689387351,0.03294104742579895,0.0010851126055087359,TRUE
HI,366130,579784,196864,0.6314937976901742,0.3395471416941482,0.6459926070952666,0.6276509713240084,0.6461394504240643,0.6640690299674592,0.6314937976901742,0.014498809405092405,2.10215474165196e-4,FALSE
NY,5230985,8661735,3244798,0.603918845358349,0.3746129384009093,0.6155433775581719,0.6118690198844668,0.6155625946326633,0.6193580113669823,0.603918845358349,0.011624532199822846,1.3512974886471817e-4,TRUE
RI,307486,516990,199922,0.5947619876593357,0.38670380471575855,0.5419791776973656,0.5275095554026625,0.5417264025045336,0.556670224895126,0.5947619876593357,0.052782809961970156,0.002786025027481456,FALSE
CT,1080831,1823857,714717,0.5926073151568352,0.3918711828833072,0.5709429077693507,0.5626075499163504,0.570831767937722,0.5791897981313066,0.5926073151568352,0.02166440738748443,4.6934654745088995e-4,FALSE
DE,296268,504346,200603,0.5874300579364167,0.3977487677110555,0.5855349835094418,0.5707125223340921,0.5856930764792184,0.599539173469351,0.5874300579364167,0.0018950744269748965,3.5913070837742324e-6,FALSE
WA,2369612,4087631,1584651,0.5797030113530306,0.3876697774334327,0.5241353125377359,0.5186645926622072,0.5242583145394195,0.5291002187577049,0.5797030113530306,0.055567698815294664,0.0030877691516273,TRUE
IL,3471915,6033743,2446891,0.5754164537667581,0.4055345081817373,0.5966136519852429,0.5918200609982422,0.5967081418171583,0.6012078541732511,0.5754164537667581,0.02119719821848476,4.493212123137334e-4,FALSE
NJ,2608335,4549353,1883274,0.5733419675281298,0.41396523857348505,0.6088148034780415,0.6033715971397655,0.6088496670505692,0.6140652536999616,0.5733419675281298,0.035472835949911685,0.001258322090329347,FALSE
OR,1340383,2374321,958448,0.5645331865404888,0.4036724604634335,0.4841197787750311,0.47770079987046304,0.484021047202274,0.490873485622773,0.5645331865404888,0.08041340776545769,0.006466316148453771,TRUE
CO,1804352,3279980,1364607,0.5501106714065329,0.4160412563491241,0.5056840020578491,0.5007072653302475,0.5056977645694061,0.5105483401214153,0.5501106714065329,0.04442666934868378,0.001973728949417279,TRUE
NM,501614,923965,401894,0.5428928584957222,0.43496669246129455,0.5464473033410363,0.5376809610385449,0.546383687036206,0.556116040836576,0.5428928584957222,0.0035544448453140864,1.263407815837988e-5,FALSE
VA,2413568,4460524,1962430,0.5410951717780242,0.4399550366728214,0.5650103337575454,0.5609301464026176,0.5649454810662968,0.5687877331543647,0.5410951717780242,0.02391516197952115,5.71934972506734e-4,TRUE
NH,424921,806182,365654,0.5270782528014766,0.453562595046776,0.4331501715188922,0.42295891886355896,0.43328724409455344,0.4423421289937603,0.5270782528014766,0.0939280812825844,0.008822484453427782,TRUE
ME,435072,828305,360737,0.5252557934577239,0.43551228110418266,0.4140963709142531,0.403792364376235,0.41428470165097586,0.4241624616910002,0.5252557934577239,0.11115942254347078,0.012356417220197879,TRUE
MN,1717077,3277171,1484065,0.5239509930974001,0.4528494240916937,0.4579180082180054,0.4527347732575284,0.45797222752283506,0.4627892747399458,0.5239509930974001,0.06603298487939474,0.0043603550920823745,TRUE
MI,2804040,5539302,2649852,0.5062081829082437,0.4783729069113762,0.4904599288795809,0.48683469135291674,0.4904873235210469,0.4939618766981504,0.5062081829082437,0.015748254028662756,2.480075049512927e-4,TRUE
NV,703486,1405376,669890,0.5005678195728402,0.4766624732455941,0.5271289717893618,0.5201088078010234,0.5270721468662958,0.5341658008530147,0.5005678195728402,0.026561152216521555,7.054948070692279e-4,TRUE
PA,3458229,6915283,3377674,0.5000849567544814,0.4884361204017247,0.48748345615422506,0.4842557627358554,0.4874847879848042,0.4907195224826999,0.5000849567544814,0.012601500600256332,1.5879781737826072e-4,TRUE
GA,2473633,4999960,2461854,0.49473055784446274,0.492374738997912,0.5779210654041764,0.5747004851873663,0.5779165911564605,0.5809194210512918,0.49473055784446274,0.08319050755971369,0.006920660548042781,TRUE
WI,1630866,3298041,1610184,0.4944953686142774,0.48822437319608825,0.44945924908082113,0.445171177440028,0.4495070002092187,0.45388853466413653,0.4944953686142774,0.045036119533456265,0.002028252062631761,TRUE
AZ,1672143,3387326,1661686,0.4936469061436662,0.4905598103046474,0.48983985593503754,0.4857170572715636,0.4897573401926766,0.4941603963581932,0.4936469061436662,0.0038070502086286484,1.4493631291019436e-5,TRUE
NC,2684292,5524802,2758773,0.4858621177736324,0.4993433248829551,0.5314288029999952,0.5281719080107667,0.531429083997139,0.5348552159249507,0.4858621177736324,0.04556668522636276,0.002076322802518426,TRUE
FL,5297045,11067456,5668731,0.47861450725442234,0.5121981962250404,0.5473492752748332,0.5450064332261539,0.5473350675731476,0.5496779448239864,0.47861450725442234,0.0687347680204109,0.0047244683348197005,TRUE
TX,5259126,11315056,5890347,0.4647900991387051,0.5205760360355265,0.5333114579472557,0.5311994353359748,0.5332716506710424,0.535493615254436,0.4647900991387051,0.06852135880855054,0.004695176612970127,TRUE
OH,2679165,5922202,3154834,0.45239338340705026,0.5327130010087464,0.4489084110950989,0.445808025188842,0.4488225232256194,0.451930035130053,0.45239338340705026,0.0034849723119513842,1.2145032015067777e-5,TRUE
IA,759061,1700130,897672,0.4464723285866375,0.5280019763194579,0.3960211762278465,0.3897057439081779,0.3961326039411811,0.402482317192171,0.4464723285866375,0.050451152358790996,0.002545318774329942,TRUE
SC,1091541,2514096,1385103,0.43416838497813925,0.5509348091719648,0.5038696854948409,0.4989224554591234,0.5038486603337385,0.5087772906648158,0.43416838497813925,0.06970130051670165,0.004858271293719553,TRUE
AK,153778,359530,189951,0.42771952271020497,0.5283314327038078,0.3838337207170277,0.36590096790637205,0.38397361044279854,0.4012183021215666,0.42771952271020497,0.043885801993177265,0.0019259636165843616,FALSE
KS,570323,1372303,771406,0.41559553538832167,0.5621251283426474,0.3841516890099259,0.3756802416485944,0.38416313035252536,0.3922637828113604,0.41559553538832167,0.03144384637839576,9.88715475068152e-4,FALSE
MO,1253014,3025962,1718736,0.4140878173618836,0.5679965577888949,0.4061315935743285,0.40094162830539826,0.40605444163532345,0.41127119893041714,0.4140878173618836,0.007956223787555117,6.330149695765788e-5,FALSE
MS,539398,1313759,756764,0.41057606455978607,0.5760295457538255,0.5401164082206216,0.5339903141925111,0.5402352383059882,0.5457442315263501,0.41057606455978607,0.1295403436608355,0.016780700635767365,FALSE
IN,1242416,3033118,1729519,0.4096167705971215,0.5702115776570512,0.393566352933945,0.3886072006064338,0.39362588253318304,0.3985556399127266,0.4096167705971215,0.016050417663176497,2.5761590716240806e-4,FALSE
MT,244786,603674,343602,0.4054936936160908,0.5691846924002028,0.33764842158150266,0.32356400788428225,0.33754010117270117,0.351451875095021,0.4054936936160908,0.06784527203458812,0.004602980937447265,TRUE
LA,856034,2148062,1255776,0.39851456801526214,0.5846088241400853,0.5094301566192234,0.5039937818083295,0.5093925623767355,0.5148914076478233,0.39851456801526214,0.11091558860396128,0.012302267795363185,FALSE
NE,374583,956383,556846,0.39166630941787967,0.5822416333205421,0.3550534400335137,0.34365711905263546,0.35515325726889146,0.36693848891792497,0.39166630941787967,0.036612869384365976,0.0013405022045566435,FALSE
UT,560282,1488289,865140,0.37646048583306063,0.5812983902991959,0.3054185033883449,0.2932352003113496,0.30538046033426236,0.31779870044391545,0.37646048583306063,0.07104198244471571,0.005046963269675296,FALSE
TN,1143711,3053851,1852475,0.37451434271023704,0.6066029416628381,0.40685112764835646,0.4011836649266832,0.4069896802022968,0.4120951683660958,0.37451434271023704,0.03233678493811942,0.0010456676601341872,FALSE
AL,849624,2323282,1441170,0.3656999021212234,0.620316431668648,0.45191477125161056,0.4454138435277714,0.4519365521233343,0.4580604569222174,0.3656999021212234,0.08621486913038717,0.007433003659169787,TRUE
KY,772474,2136768,1326646,0.3615151481115404,0.6208657186929044,0.3393895399053536,0.3322319604624062,0.3394297888643197,0.34725753395996833,0.3615151481115404,0.02212560820618681,4.89542538493681e-4,TRUE
SD,150471,422609,261043,0.3560525213613529,0.6176938967225024,0.31299950081048195,0.2933184017961795,0.3131493451676412,0.3318853404675365,0.3560525213613529,0.04305302055087096,0.001853562578553717,FALSE
AR,423932,1219069,760647,0.34775061953014963,0.6239572985614432,0.3907480798296856,0.38182831088023805,0.3907941463026384,0.39940489807126406,0.34775061953014963,0.042997460299535994,0.001848781592210174,FALSE
