state_abbr,dem_votes,total_votes,rep_votes,actual_dem,rep_share,predicted_dem,lower_95,median,upper_95,actual_scaled,abs_error,squared_error,exit_poll_conducted
MS,485131,1209357,700714,0.40114788271784096,0.5794103808883564,0.5144079848944723,0.5109105590372964,0.5143913357812888,0.5179570218901486,0.40114788271784096,0.1132601021766313,0.01282785074506096,FALSE
LA,780154,2029032,1178638,0.3844956609851397,0.580886846535688,0.4744082663532539,0.4709254805414008,0.474395892082509,0.47806643794703063,0.3844956609851397,0.08991260536811418,0.008084276604082235,FALSE
MO,1071068,2808605,1594511,0.3813523083523671,0.5677234783816165,0.3876173780637862,0.3849326403455855,0.38764834444671137,0.39033722892607914,0.3813523083523671,0.006265069711419102,3.9251098488941036e-5,TRUE
IN,1033126,2734958,1557286,0.3777483968675204,0.5694003344841128,0.37425085898427374,0.3715417436589312,0.374240309567099,0.377054962898141,0.3777483968675204,0.0034975378832466375,1.2232771244745369e-5,TRUE
AK,116454,318608,163387,0.36550871290111986,0.5128151207753728,0.35549845635514027,0.34425666578136127,0.3555278798834076,0.36681386894543344,0.36550871290111986,0.01001025654597959,1.0020523611632724e-4,FALSE
KS,427005,1184402,671018,0.36052370732234496,0.5665458180583958,0.33501113937928584,0.3292724188515722,0.3349749533532133,0.3406592134147053,0.36052370732234496,0.025512567943059117,6.508911230492077e-4,FALSE
MT,177709,494526,279240,0.35935218775150346,0.5646619186857719,0.30945697958791657,0.30182223383741386,0.3093422435149643,0.3177194910157543,0.35935218775150346,0.04989520816358689,0.0024895317976876678,FALSE
TN,870695,2508027,1522925,0.34716332798650096,0.6072203369421462,0.3805954087800658,0.3771371557932038,0.3806060780291622,0.3839201877522607,0.34716332798650096,0.033432080793564856,0.001117704026187448,FALSE
AL,729547,2123372,1318255,0.3435794575797364,0.6208309236440906,0.42635497529414706,0.4221634045191691,0.42636400386795115,0.43025321876567585,0.3435794575797364,0.08277551771441066,0.0068517863328887135,FALSE
NE,284494,844227,495961,0.33698756377135536,0.5874735112712576,0.32197855579388684,0.3149481611320581,0.32199144019844733,0.32926743562878164,0.33698756377135536,0.015009007977468514,2.2527032046771347e-4,FALSE
AR,380494,1130635,684872,0.33653124129360934,0.6057410216382829,0.36089589151144297,0.3550412937995677,0.3608422785644303,0.366607470727327,0.33653124129360934,0.024364650217833628,5.936361802373803e-4,FALSE
KY,628854,1924149,1202971,0.3268218833364776,0.6251963855190009,0.31671131448693723,0.31211129783268854,0.316695022636829,0.3211752695056301,0.3268218833364776,0.010110568849540369,1.0222360246129606e-4,TRUE
SD,117458,370093,227721,0.3173742815994899,0.615307503789588,0.30646554990723646,0.2970107909745974,0.3064900181378418,0.316174760554362,0.3173742815994899,0.010908731692253426,1.190004271335743e-4,FALSE
OK,420375,1452992,949136,0.2893168028454389,0.6532286481962736,0.31346673798024577,0.3069780141912121,0.31346202184770083,0.3199606357778835,0.2893168028454389,0.024149935134806844,5.83219367015378e-4,FALSE
ID,189765,690255,409055,0.27492013820979205,0.5926143236919689,0.26425481943719364,0.2546534397062359,0.2641956077228078,0.2741079357465088,0.27492013820979205,0.010665318772598409,1.1374902452114003e-4,FALSE
UT,310674,1131317,515211,0.2746126859226901,0.4554081658810042,0.23195027728765805,0.22331045693235893,0.23185801327067623,0.24134536540089835,0.2746126859226901,0.04266240863503207,0.0018200811105424587,TRUE
ND,93758,344360,216794,0.27226739458706006,0.629556278313393,0.29412944684258824,0.28364361729134413,0.29411183874858216,0.30490741276736827,0.27226739458706006,0.021862052255528175,4.779493288234446e-4,FALSE
WV,188794,713051,489371,0.26476928017771517,0.6863057481161936,0.26775828072843455,0.2602544150396805,0.26772245016269824,0.2756556298572812,0.26476928017771517,0.0029890005507193784,8.934124292200748e-6,FALSE
WY,55973,258788,174419,0.2162890087639303,0.6739841105460841,0.23064576468481723,0.21289246908861065,0.23062360560494988,0.24841108041279053,0.2162890087639303,0.014356755920886921,2.0611644057192167e-4,FALSE
