state_abbr,dem_votes,total_votes,rep_votes,actual_dem,rep_share,predicted_dem,lower_95,median,upper_95,actual_scaled,abs_error,squared_error,exit_poll_conducted
HI,325871,456064,120566,0.7145291011787819,0.2643620193657031,0.6291376772867635,0.6199061445254985,0.6291070450876539,0.6383603573347904,0.7145291011787819,0.08539142389201837,0.007291695274306366,TRUE
VT,219262,325046,98974,0.6745568319560924,0.30449228724549754,0.5704467739459198,0.5533960160126123,0.5705656164861537,0.5875185103973841,0.6745568319560924,0.10411005801017259,0.010838904178881502,TRUE
RI,296571,471766,165391,0.6286400461245617,0.35057846474735355,0.6094557525239483,0.5967527941334352,0.6094356549815777,0.6222622677303536,0.6286400461245617,0.019184293600613356,3.6803712095453457e-4,TRUE
DE,255459,412412,152374,0.6194266898150393,0.36947033548975294,0.6102635597780851,0.6005904343278972,0.6103185661994197,0.6194814383463173,0.6194266898150393,0.009163130036954237,8.396295207413296e-5,TRUE
MD,1629467,2631596,959862,0.6191934476264593,0.364745196451127,0.6725056094766738,0.6685423948321917,0.6724995843594779,0.6764174477674808,0.6191934476264593,0.05331216185021448,0.002842186601143464,TRUE
IL,3419348,5522371,2031179,0.6191811452001323,0.367809225421472,0.6140684465804465,0.6112928403338548,0.6140817156924872,0.6167599815275373,0.6191811452001323,0.005112698619685885,2.613968717573795e-5,TRUE
MA,1904097,3102995,1108854,0.6136319910280229,0.3573495928933176,0.6296748884426755,0.6241808303790594,0.6296741631039708,0.6356006569413467,0.6136319910280229,0.01604289741465259,2.573745574570668e-4,TRUE
CA,8274473,13561900,5011781,0.6101263834713425,0.3695485883246448,0.6268625839142586,0.6251461881468616,0.6268500827098092,0.6286196647197063,0.6101263834713425,0.016736200442916127,2.8010040526546597e-4,TRUE
CT,997772,1646792,629428,0.6058882967612181,0.3822146330562694,0.5770835771059509,0.571629230805195,0.5770564450578838,0.5829792144203351,0.6058882967612181,0.028804719655267208,8.29711874418537e-4,TRUE
NY,4645332,7722019,2418323,0.6015696154075767,0.313172371111752,0.6352885289172605,0.6328572141747325,0.635279594306135,0.6377153656069099,0.6015696154075767,0.03371891350968381,0.0011369651282735376,TRUE
ME,421923,731163,295273,0.5770573729797597,0.40384018337908234,0.5157009081249782,0.5060752238889001,0.5157227038365215,0.5247885627034921,0.5770573729797597,0.06135646485478152,0.0037646157794760404,TRUE
WA,1750848,3036878,1229216,0.5765289221364835,0.40476304942114893,0.5421903526492698,0.537848385271005,0.5421650664725901,0.5464290982885625,0.5765289221364835,0.0343385694872137,0.0011791373544282036,TRUE
MI,2872579,5001596,2048639,0.5743324730745946,0.40959705661952706,0.5575606991455659,0.5548423944462129,0.5575473289642976,0.5602755473631954,0.5743324730745946,0.01677177392902862,2.8129240072644415e-4,TRUE
NJ,2215422,3868237,1613207,0.5727213715188599,0.4170393385927491,0.5975850769544806,0.5944529692242024,0.5975792226983109,0.6008387412778095,0.5727213715188599,0.024863705435620664,6.182038479893126e-4,TRUE
NM,472422,830158,346832,0.5690748026279335,0.4177903483433274,0.5796532224219587,0.5734616639497617,0.5795768580543789,0.5861379811455335,0.5690748026279335,0.010578419794025185,1.1190296533862383e-4,TRUE
OR,1037291,1827864,738475,0.5674880625692065,0.4040098169229221,0.5155072823335852,0.5104162600613561,0.515537440074767,0.520608501938278,0.5674880625692065,0.05198078023562125,0.0027020015139039527,TRUE
WI,1677211,2983417,1262393,0.5621778651794235,0.4231366248834809,0.5056316682344981,0.5019525217438212,0.5055909800585403,0.5093602109831729,0.5621778651794235,0.05654619694492535,0.003197472388934285,TRUE
NV,533736,967848,412827,0.551466759243187,0.4265411510898406,0.5437079678047837,0.5385106862275382,0.5436871955199591,0.5492282354058717,0.551466759243187,0.007758791438403301,6.019884458464036e-5,TRUE
PA,3276363,6013272,2655885,0.5448552801203738,0.4416705247991443,0.5384714465735173,0.5359707494528456,0.5385086085639096,0.5409247802014543,0.5448552801203738,0.0063838335468564544,4.075333075396986e-5,TRUE
NH,384826,710970,316534,0.5412689705613458,0.4452142847096221,0.4819950182668716,0.4737568462905674,0.481986733746642,0.49022661321011474,0.5412689705613458,0.05927395229447424,0.0035134014206076084,TRUE
MN,1573354,2910369,1275409,0.5406029269827984,0.43822931044139074,0.5104420795878333,0.5063650806696726,0.5104001404419649,0.5146353348183009,0.5406029269827984,0.030160847394965162,9.096767155823768e-4,TRUE
IA,828940,1537123,682379,0.5392802007386527,0.4439325935530208,0.4829949153304287,0.4778207868915827,0.4830600190051454,0.4882121909540565,0.5392802007386527,0.05628528540822397,0.0031680333534852305,TRUE
CO,1288576,2401361,1073589,0.5366023684069159,0.4470752210933716,0.49848832695296225,0.49448183969503634,0.49849390856401854,0.50236445986236,0.5366023684069159,0.03811404145395364,0.0014526801559536964,TRUE
VA,1959532,3723260,1725005,0.5262946987317566,0.4633050069025531,0.5431016404738237,0.5404655705879088,0.5431134485405504,0.5456590530849772,0.5262946987317566,0.016806941742067094,2.824732907212373e-4,TRUE
OH,2940044,5708350,2677820,0.5150427006052537,0.4691057836327485,0.5215570076348416,0.5190915039401832,0.5215664200168006,0.5239568307417003,0.5150427006052537,0.006514307029587885,4.243619607573813e-5,TRUE
FL,4282074,8390744,4045624,0.5103330527066491,0.4821531916597622,0.553247615562178,0.551524227099805,0.5532155686560685,0.5550277498176194,0.5103330527066491,0.04291456285552897,0.0018416597050811467,TRUE
IN,1374039,2751054,1345648,0.4994591163968428,0.4891390717884854,0.4235779103809073,0.4199180953603401,0.423573190059499,0.4273450820963215,0.4994591163968428,0.07588120601593551,0.0057579574264328475,TRUE
NC,2142651,4310851,2128474,0.49703666399047425,0.4937479861864862,0.5325693544182523,0.5301577776013965,0.5325710835773609,0.534929552736354,0.49703666399047425,0.03553269042777801,0.0012625720890363072,TRUE
MO,1441911,2925205,1445814,0.49292647865705136,0.49426074411878823,0.49572669823557775,0.4926958370980136,0.4957190144105158,0.4988390352737587,0.49292647865705136,0.002800219578526386,7.841229687962492e-6,TRUE
MT,231667,490109,242763,0.4726846477008176,0.495324509445858,0.3750488884292381,0.3646694330176484,0.3750956336143784,0.3856704941754429,0.4726846477008176,0.09763575927157947,0.009532741488537817,TRUE
GA,1844123,3924486,2048759,0.46990179096065066,0.5220451799292952,0.5633620976144544,0.561019637571874,0.5633507933283695,0.5657353397457393,0.46990179096065066,0.09346030665380378,0.008734828919823039,TRUE
AZ,1034707,2293475,1230111,0.4511525087476428,0.5363524782262724,0.4969754585895574,0.49356300837911377,0.4969614212755816,0.500295917578138,0.4511525087476428,0.045822949841914595,0.002099742732214621,TRUE
SC,862449,1920969,1034896,0.4489656001736624,0.5387364397863786,0.5401714391529516,0.536782075343026,0.540158498875229,0.5436746175171284,0.4489656001736624,0.09120583897928924,0.008318505063916038,TRUE
SD,170924,381975,203054,0.44747431114601743,0.5315897637279927,0.3793404433919597,0.3677332081483168,0.37930880551518953,0.3905262137229042,0.44747431114601743,0.06813386775405772,0.004642223935127426,TRUE
ND,141278,316621,168601,0.44620540014717913,0.5325010027761898,0.34644330646593813,0.33246030748137345,0.3466458100749414,0.3598050159072508,0.44620540014717913,0.099762093681241,0.009952475335664707,TRUE
TX,3528633,8077795,4479328,0.4368312144588963,0.5545236045232641,0.4967357161326156,0.49472157053474713,0.49675686498022376,0.498734567359354,0.4368312144588963,0.0599045016737193,0.0035885493207766387,TRUE
MS,554662,1289865,724597,0.430015544262384,0.5617618898101739,0.5776160748167599,0.5734774443491494,0.5776471744878233,0.5815282878910387,0.430015544262384,0.14760053055437594,0.021785916619933267,TRUE
WV,303857,713451,397466,0.42589750382296754,0.5571034310695478,0.4269488941736122,0.4207849016484679,0.42688348525492614,0.4330117293357757,0.42589750382296754,0.0010513903506446654,1.1054216694287124e-6,TRUE
TN,1087437,2599749,1479178,0.4182853806271298,0.5689695428289423,0.4908153231116413,0.4875606152804874,0.49083432071845634,0.49398492566855023,0.4182853806271298,0.0725299424845115,0.005260592556806546,TRUE
KS,514765,1235872,699655,0.41651967194013617,0.5661225434349189,0.3897372425215048,0.3836452000636627,0.3897240818648774,0.3957415527775946,0.41651967194013617,0.02678242941863135,7.1729852556397e-4,TRUE
NE,333319,801281,452979,0.415982657769247,0.5653185336979162,0.3406276380412618,0.3312991844319303,0.3405670917940382,0.34963212741709254,0.415982657769247,0.0753550197279852,0.005678378998205038,TRUE
KY,751985,1826620,1048462,0.4116811378392879,0.5739902114287592,0.417383121588649,0.41287933475810695,0.4174017974840599,0.4217310139104291,0.4116811378392879,0.005701983749361095,3.2512618677978006e-5,TRUE
LA,782989,1960761,1148275,0.3993291380234511,0.5856272131075638,0.5707622252588742,0.56745156858817,0.5707795236488726,0.5739094838503418,0.3993291380234511,0.1714330872354231,0.02938930339906819,TRUE
AR,422310,1086617,638017,0.3886465976512423,0.5871590449992959,0.5079951491310647,0.5033407623736421,0.5080595219007217,0.512476611806983,0.3886465976512423,0.11934855147982237,0.014244076740331811,TRUE
AL,813479,2099819,1266546,0.3874043429457491,0.603169130291706,0.495877845445804,0.4919068559702834,0.4959240131243655,0.4998608080386891,0.3874043429457491,0.10847350250005489,0.011766500744629413,TRUE
AK,123594,326197,193841,0.37889373599389325,0.5942451953880631,0.3990461545205852,0.385227781561391,0.3991815628735079,0.41311309090936504,0.37889373599389325,0.020152418526691918,4.0611997247495563e-4,TRUE
ID,236440,655122,403012,0.3609098763283785,0.6151709147303861,0.30534028863661344,0.29459579109259637,0.3054729516675979,0.3159647504003774,0.3609098763283785,0.055569587691765066,0.0030879790762327673,TRUE
UT,327670,952370,596030,0.3440574566607516,0.6258386971450172,0.28139383028037834,0.2721814073493621,0.28131446703857843,0.2911900563124885,0.3440574566607516,0.06266362638037326,0.003926730071139012,TRUE
